registro_id,valor,nombre,comentarios,nombre_corto,metodo_id
54c2f4688ec84379b6fbf61377fdcbf8,regular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
b3b7a6530f3386e9cf60b14083b50f4e,regular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
a9f591367a96c889b1e286e90a74400e,regular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
dc643b3f561d3acceee5d3e758979115,regular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
40b3f82544292141b000fa4ece4ede71,regular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
96091220149cf6d6934046da0823b6f3,regular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
9dfc18dbe2b2969efab6136709142e37,regular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
4b2844640f3b1b3f090d6bb221022000,regular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
e30a164137f818bf57edc159b8c996cf,regular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
d5f19cbf3485a435dc1381ece69043ae,regular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
a090d26684d90f9b8627955052073c25,regular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
b766481195bd1820c0eaf5dda91eae75,regular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
1ecd4f648ca9e30db66d530b9ce8cbdf,regular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
457e39fb41e8ed8eb30598956d8aa6ff,regular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
8c41809bca3c1b6a1057d4c7b14e2bd1,regular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
e1b46f0dff6c1690b475456fc71a00d2,regular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
ff3a7a0fdda6e5bdd23e160d1bbe5c8e,regular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
ec092a426b023c860e01e43afdd9c791,regular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
e2e80d5846f57fad61726eeae1b34c77,regular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
d622ed4606874add3364823a198a1059,regular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
fd7cfe4ec352ee664a092013e443e2df,regular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
527a59d5174dbe80488f189c3a783966,regular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
de9d6c2940ceb0ad540d40d2eadb6d0f,irregular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
faeebea8a4022761a7d3ffc1e2498b86,irregular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
f5d980b14a8fd720d9df6cb30cc586d5,irregular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
3fa10d974df67461d8a63232965c4806,irregular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
11e53fa78b7b6181d44c8ecc14725560,irregular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
97f2814770149922fbd97657ca5cb6d0,irregular,Disposición de hileras,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,disposicion_hileras,NULL
