registro_id,valor,nombre,comentarios,nombre_corto,metodo_id
11f9022e51d8a5ce15209f7ae6d90557,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
6ed63f841fab52b7fe8091cc7735784f,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
e7dcb0d40437d9b4eed0654902c5b7ed,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
796dd35981b88d76c17de8130f51f652,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
e61c97b941ead82715f0ac44b01a0734,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
d766ddab26d7b83ca4d21d160f73e5ed,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
22ef9586d2503ea75dadb379b3a9d90c,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
557ceb0c84a2029c5475400ac979c3fc,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
94643fe8d62322827341608ba0574115,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
43b1d0aa935aa2b9e880e461ac6603b8,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
db3db8e51f8c800c5bb30863bbde2c1e,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
a5890b1582e24c1767972c4bebf13404,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
04e1768cb3ea0b4e228afbdd76705f25,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
44f2cf73198bb87ade6129686115df2f,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
119779d186083368608ca04634808575,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
6ebcef34cb3e31345ddeae80415cbcd5,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
7fb45f81abf89e224aa524e7de429cf8,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
868f431a269e5ee328ab7dc0223c8028,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
b85081c704c658e656586ffcc8a8a450,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
955f5cd8e67db6efaaff1d0c588c0518,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
7320bdd0156be8fd1b2422fbc321bf21,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
02070fa41145420b0dbcf05ad087367a,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
f75a8cca2dc5a4a5ce943a173e50d89b,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
f34c8ab5cabf3ad555c1e3c5dc361efd,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
f55ffaf6d1cfa42a064a5ebbbce14c83,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
75042655dc86615e0620d3e86614d278,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
38e72569ac1eaa16e188ba495f44d325,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
ada66ec6f74bbc9e13505da0a91d13bd,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
9a2530580a9017b8f3a77cb644000619,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
b3bd6d8264e25c5d671ee22c39f36609,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
c3280c778ce19dbdc0cc4d6805984abd,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
31e29b216458b6aeac9df7e959e8916c,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
a17f114879a0f089ba84283974e95730,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
d89fc4488e492e6a56a22490cdbb1bb6,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
125ceac4365222867ada119e6add6fc8,blanco,Color de olote,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,color_olote,NULL
