"registro_id","valor","unidad","nombre","comentarios","nombre_corto","metodo_id"
"95bfe3ceab888f72c7b35944a6edfc21",4.65,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"aa4a378225a9859dce94c52aee3dd4e1",3.85,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"fee506c7306877ca1912a1751aa3f1db",4.65,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"77bbab708d51f9dca9e8869dbbad675f",4.65,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"253deccd16940eb6780ae64d0513d583",3.55,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"717a500252d0e0f0cfc46ec202ce2bc2",4.1,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"b59b5d1d4df37a067cccc3a12660793a",4.1,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"84e522c71138eb3aff7a75a5721da82e",4.6,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"2bfb9ac446449a864c0af16784f81296",4.6,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"4d4b1507f94ed62c52092aff71a55590",3.85,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"c81a5931c536b3db316e09d5fefb33db",3.9,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"7b19a04e8ad5d5b8b8b3d9ff147c5bc0",4.9,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"51c71ae96b9dae5c19ae44c25ef1e3b5",4.25,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"5f4d02a52a97909b5f5bf88bf7bacfc5",4.2,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"9a3a1279051a278f6bdeddbcdb51e32c",4.05,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"997c3f33b69199366dc3aab152f57d3c",4.25,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"a09f6ae5c5b595e788f6603d4348bff1",4.3,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"f3aac0ef189268d23610acc411fe6353",4.1,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"28175c15ad99b9eff924f0ee31365287",4.9,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"ca73bceae30c4ea4a3245c30cca21705",3.45,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"5b1493c7be5770f0635d1ef1d1bbd5ce",4.2,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"3b9a19f29c5399f08e932112776a27d6",4.75,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"15bda65a0563585d3f16fd0e230b5a11",4.8,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"86b5ca748e775e01e1ee9935c3727827",3.35,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"398239e14d7ad514156320e8c0f7afc9",3.3,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"4edbb31ce97cb7139a68c280c2913611",4.05,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"660fd5f5ce09d0b76b555db524111a27",4.65,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"51a3625a10bca9fcf09453d89fd23c2d",4.25,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"c0618997d72f56f5c6cae4c2d8082712",3.35,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"d9248e9f8c22ac6d8c0699f8324f8fbe",3.65,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"462efec29400100ee172d4009f6098b8",3.85,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"4da70d4fc47466de7aed952a402766a6",4.15,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"9e9c19b991fce5dbf2596a58926056a5",5.3,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"a9cb4577690544e9e1e40222b5f96637",3.7,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"e565d549d0218874c05093260e23bf6f",5.1,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"3b656aca9709bf44b23378ef883ad4d0",3.75,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"17a514142c3aa1a5e0ea06079e2492e9",4.4,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"a7b397345ca040424a985aba620016c9",3.8,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"8ef5ad6799318704f9dd64ed885435cd",4.6,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"fb97b536110def1f2332c14a9f8ffc47",3.4,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"10eb1c4253b55914e3795398bbee4773",4.9,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"4a27eef957b32087b6746c0a39c9f33e",4.4,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"cedff1fab30a4a049366a821534e104a",4.85,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"53222285e6acf341698fbe9902a1b1c6",4.25,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"b57e4b884ad9f9c01c4aeae2c4c9624d",4.45,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"f6c6996f99832672bcf200aec4e61868",5.15,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"aca016898afb2d40383a8aa5831c51c4",10,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"6177894a31e7974d529b7cef87940d05",6,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"6a2029f88b94234ca603989eda2abd09",5.6,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"dd42e197606ae917657168aa3ab2b770",5.6,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"c3582415f72f90da503d1090d8142b9b",5.5,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"515ffd59001dea37a3db83405269fda1",7,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"15ab6f41658aa9d3601846aefe22ad10",5.6,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"16a51de4a4fade2b417d228624e4ef76",5.6,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"7a134b61f3c5ee78380b2e7ebb047c33",6.2,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"3848006f5d9eed633c5439abd3a9604b",6.2,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"e35129bfbffa75bc6c628118ef378ba1",4,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"f1a70000fcb61d62e5ff541ad6c1c790",4.6,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"0653956ac1f8e0a5c89c44dea9ee8f1e",4.6,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"dc20e44d62a68e0eb010619a6bd990e6",4.3,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"ccebad65b87111238269ff6cb574a5de",6.6,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"334b27ce0dbd8aaf883609dc634d46de",5.5,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"af20b657b993a320fe41f98f9b7a29e6",5.8,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"5b07c7796329dea0af6aa2839c566b74",6.1,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"24ae5cdc6ca087370fa82ba98af1dc1a",5,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"0d102fe6e63dab896b561f26be51bad9",5.6,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"7ef85fc956971ee6f80758717fc9555e",6.1,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"249e3879e031fba8ae02c754f46134ca",5.8,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"d9df950cce2373459822b12bf3bf2428",5.3,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"e5f7bf2a00810a4774ad689884aae013",4.5,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"628373bd77f818d94812465577e1518a",5.5,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"bfffc48602a12fdea7c3a108ea8874a3",5.2,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"32d828ea064461b72b67dbf529aaf49d",5,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"3136ba6a02bcb26080affaa08dd4b314",5.6,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"dd6838ad66363fad9d9cb1ba35b06037",4.85,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"cb6b1936158cdc3d5222adaba1251b6a",5.3,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
"e78427ad8ab004e41b8b6ea7d4fb91aa",5.2,"cm","Diámetro de mazorca","El registro no tiene método asociado porque fue captura de una donación de bases de datos.","diametro_mazorca","NULL"
